gene_name,entrez_id
CG46310,30522399
CG43694,14462512
CG33981,3885654
Asator,43794
CG34200,5740389
CG9961,33459
CG43997,14462405
ps,44885
GstZ2,41133
CG10947,35309
CG18343,36297
CG44836,39825
PpN58A,37493
CG13704,38588
CNPYb,40084
CG5727,34356
CG30378,246577
CG42855,10178866
CG10317,41987
by,41144
CG15375,31356
CG11300,37760
Cdlc2,33319
CG32117,317864
dpr6,50296
tj,35227
CG11966,41069
CG31709,261620
Mlp60A,37853
CG42867,10178781
CG42231,7354432
CG5177,34017
betaggt-II,47757
CG9815,37710
su(r),31293
CG43057,12798305
CG31268,318652
CG10931,37024
CG13117,34289
Inx2,31646
CG14407,32410
CG7407,40430
CG6126,41967
alphaKap4,38675
Ostgamma,34137
CG45084,19836008
CG17770,43118
clumsy,35394
CG31233,42557
cyc,34924
CG10841,41665
lolal,44703
Andorra,32798
CG15506,43498
hale,40183
Shawl,5740840
CG13749,35894
CG10384,37567
awd,43739
hubl,246567
kra,35956
qvr,2768718
dpr9,2768670
pasi1,42139
CG12730,31466
CG1890,43737
loj,38698
alpha-Est2,40908
pros,41363
PPP1R15,37820
IM3,50209
Gie,40961
CG6140,39281
Irk1,42742
Cpr65Ay,5740348
CG15465,31434
CG3092,37682
CG4218,34848
CG10365,42801
CG8358,41172
mei-217,3771806
ZAP3,31942
Nup44A,35762
CG4408,42762
Dop1R1,41726
Patsas,34634
Mpc1,42268
CG5265,42074
CG7049,38022
Ggamma1,35881
CG15617,36871
Roe1,36508
Frq2,32799
CG5280,39033
CG11227,33071
SsRbeta,39768
wg,34009
GckIII,42064
CG8526,41208
CG45101,19834824
CG15024,50172
CG9581,33017
Eip93F,44936
CG7872,32493
CG12007,40617
CG18870,59218
Phf7,33015
CG31495,261626
CG14985,38470
Hdc,43604
cin,30973
ckd,38402
Lsd-2,32437
Dbp80,3354919
CG31347,318693
CG7946,43576
CG18178,39138
CG45428,19834929
twr,40815
Tfb5,7354403
htt,43392
cwo,44669
CG17036,34679
CG42304,38332
CG44403,19835655
Ubqn,32977
cact,34969
CG12347,42152
sty,39833
CG18581,39633
Fgop2,33971
Eno,33351
CG8774,41635
CG3916,41484
CG2898,31966
CG8236,41047
CG1161,40638
CG17739,36333
CG43139,12798276
CG18675,50169
kek6,43729
DnaJ-1,38643
pgant4,261610
xmas-1,44271
CG8399,36768
Fer1HCH,46415
Npl4,43091
CG14684,35287
CenG1A,34803
Hmx,42110
CG18130,32161
miple1,38047
GstD1,41503
yip2,34313
CG32066,39206
mub,40436
Cubn,326235
CG6000,42851
Dbx,36251
alpha4GT2,43124
Tspo,33231
CG11380,31065
Frq1,32797
CG2846,40936
rb,31027
CG13564,37855
Cpr97Ea,43258
ATPsynbetaL,39761
CG1969,43504
CG12983,40319
Mal-B1,34597
CG2955,33622
Mob4,35576
SK,45845
Bap55,36956
Cand1,34403
pns,38178
CG30271,246518
Aldh,34256
Snap25,3355084
CG14621,33128
CG42340,7354472
nAChRalpha1,42918
ttv,36614
CG17715,3355129
cv-2,45280
CG43167,12798159
CG33494,2768686
Ran-like,39666
CG16904,41212
CG32786,318210
Svil,38306
CG15471,31412
CG2316,43772
kar,45883
CG9676,32647
fd19B,33010
CG33977,3885575
CG7191,34058
GAA1,31517
CG11629,35431
Rab5,33418
POSH,36990
CG13039,39805
CG31817,260659
Trpml,40152
CG42638,8673965
CG3407,33606
piwi,34521
DCTN5-p25,34873
CG46306,30522395
CG43207,12798144
CG32736,50395
CG8051,32925
pelo,34286
GABA-B-R1,34878
CG9837,41057
tipE,38504
Mmp2,35997
CG13865,3355158
CG9040,39546
CG10660,39422
CG30499,35692
IntS11,43506
Syx6,40373
Rap1,38244
SmE,34080
CG4313,31169
CG8584,35856
CG17083,42755
CG9393,41152
UQCR-11,5740185
CG33493,2768994
Adar,31130
CG15347,31779
CG5810,42513
CG6650,39555
CG32243,317935
CG33096,326251
CG7906,39575
CG8728,35748
Pvf3,33995
CG18823,59184
CG12609,32862
MBD-like,41151
CG2371,32116
CG43191,12798408
CG7376,38715
beat-IIIa,35035
CG30344,246552
CG43094,12798517
Atx2,41883
Acp65Aa,38710
CG44385,19834720
Skeletor,3772559
CG16700,32694
CaMKII,43828
Ssrp,37767
CG17575,36414
CG12912,36075
VhaM9.7-a,38521
hep,32256
PIG-T,31772
CG46321,30522410
CG34376,42638
CG42813,43276
CG12493,38575
CG42831,10178844
ed,33619
CG4744,36485
GstE1,37106
pes,34087
Als2,40410
CG14511,43445
CG2909,31958
Sec61beta,46080
CG44355,19835366
Cp7Fa,3885650
Uvrag,34735
CG9706,39876
CG6512,39922
CG3687,36803
CG12299,34483
CG32713,318166
CG4374,42767
VAChT,42795
Tace,43558
nAChRbeta2,42920
CG11807,36683
btl,39564
ci,43767
stg1,318064
CG12477,40040
PDZ-GEF,33881
Ilp3,39151
AkhR,33942
5-HT2B,41017
CG30411,246600
CG43367,38505
wash,36311
CG18542,41176
CG32939,318260
nsl1,41911
CG31849,318981
CG42709,39453
Hen1,36301
CG9593,41912
GLS,36396
RN-tre,36554
CG9194,38133
mmy,33903
CG5446,34655
Sprn,39344
CG45099,19835431
Sfp33A2,8674051
bocks,41162
CG9192,38134
CG42449,31486
pont,53439
srp,41944
Trx-2,34281
CG5641,41529
CG34177,5740338
CG9395,34742
tst,42813
eIF4EHP,326255
Hr3,36073
CG31176,42554
nec,45908
Cnx14D,32620
CG46298,36091
CG4496,34000
CG13223,36190
CG43739,14462810
exu,37345
RhoGAP92B,42371
Arl4,43771
ogre,45382
CG31522,40567
Sf3b3,38093
pb,40826
CG14406,32421
mtm,33845
CG45093,246653
CG12991,32734
CG7806,34140
CG44622,19835635
CG42504,8674050
pod1,31620
Hr39,35398
X11L,252671
CG4594,34316
CG3288,40307
CG46320,30522409
Mp,38769
mod,49228
CG17265,33509
H15,33770
pug,41279
Hs3st-B,32918
CG17917,40778
chinmo,33343
5-HT1B,37191
chif,34974
Ubi-p63E,38456
Vps35,37536
para,32619
CG42394,7354424
aph-1,33467
CG45065,19835504
CG1513,36028
primo-2,3772427
lqfR,42632
SAK,40384
CG7927,38897
CG7546,38844
